Mom ID,i1338,i1333,i1338,i1338,i1312,i1321,i1333,i1321,i1312,i1328,i1312,i1312,i1312,i1338,i1345,i1312,i1345,i1323,i1323,i1353,i1353,i1312,i1368,i1311,i1327,i1333,i1343,i1343,i3123,i3129,i1312,i1345,i3144,i3134,i1353,i3129,i3151,i3129,i3153,i3151,i1338,i1338,i3151,i3134,i3129,i3151,i3139,i3151,i3146,i3150,i3151,i3151,i3150,i3144,i3123,i3146,i3123,i3144,i3144,i1312,i3139,i3139,i3146,i3139,i3134,i3153,i3151,i3139,i3153,i3139,i3151,i1350,i3151,i3153,i3153,i1350,i3151,i3151
Birthdate,38553,38557,38553,38553,38579,38553,38557,38553,38555,38561,38555,38555,38561,38567,38555,38561,38555,38555,38555,38553,38563,38565,38571,38565,38565,38565,38565,38565,38631,38637,38585,38593,38613,38625,38585,38655,38607,38637,38639,38663,38605,38609,38627,38629,38631,38607,38611,38673,38675,38685,38637,38673,38685,38619,38587,38667,38607,38613,38619,38591,38611,38615,38667,38611,38645,38655,38615,38621,38639,38641,38615,38591,38627,38629,38637,38591,38627,38627
ID,i1594,i1595,i1596,i1597,i1598,i1599,i1600,i1601,i1602,i1603,i1604,i1605,i1606,i1607,i1608,i1609,i1610,i1611,i1612,i1613,i1614,i1615,i1616,i1617,i1618,i1619,i1620,i1621,i3333,i3334,i3335,i3336,i3337,i3338,i3339,i3340,i3341,i3342,i3343,i3344,i3345,i3346,i3347,i3348,i3349,i3350,i3351,i3352,i3353,i3354,i3355,i3356,i3357,i3358,i3359,i3360,i3361,i3362,i3363,i3364,i3365,i3366,i3367,i3368,i3369,i3370,i3371,i3372,i3373,i3374,i3375,i3376,i3377,i3378,i3379,i3380,i3381,i3382
Vial,mb1,mb1,mb2,mb3,mb3,mb4,mb4,mb5,mb6,mb6,mb7,mb8,mb8,mb8,mb9,mb9,mb10,mb11,mb12,mb13,mb14,mb14,mb14,mb15,mb16,mb17,mb18,mb19,mb1,mb1,mb2,mb2,mb2,mb2,mb3,mb3,mb4,mb5,mb5,mb5,mb6,mb6,mb6,mb6,mb6,mb7,mb7,mb7,mb7,mb7,mb8,mb9,mb9,mb10,mb11,mb11,mb12,mb12,mb12,mb13,mb13,mb13,mb13,mb14,mb14,mb14,mb15,mb15,mb15,mb15,mb16,mb17,mb17,mb17,mb17,mb19,mb19,mb20
Age,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
41,-1,2.444,-1,-1,-1,-1,2.346,2.346,-1,-1,-1,-1,-1,2.395,-1,2.248,2.469,2.346,-1,-1,-1,-1,-1,-1,-1,-1,2.415,-1,-1,2.413,-1,-1,-1,2.023,2.157,,1.962,-1,-1,-1,-1,-1,-1,-1,2.123,-1,2.015,-1,-1,-1,2.191,-1,-1,2.101,2.024,-1,-1,-1,2.237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.958,2.272,-1,-1,-1,2.284,-1,2.266,2.083
43,-1,2.382,-1,-1,-1,-1,-1,2.346,-1,-1,-1,-1,-1,2.357,-1,2.38,2.469,2.272,-1,-1,-1,-1,-1,-1,-1,-1,2.346,-1,-1,2.151,-1,-1,-1,2.125,2.321,,2.198,-1,-1,-1,-1,-1,-1,-1,2.073,-1,2.041,-1,-1,-1,2.274,-1,-1,2.051,2.222,-1,-1,-1,2.226,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.161,2.15,-1,-1,-1,2.058,-1,2.147,2.222
45,-1,2.388,-1,-1,-1,-1,-1,2.469,-1,-1,-1,-1,-1,2.377,-1,2.346,2.318,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.459,-1,-1,2.351,-1,-1,-1,2.198,2.29,,2.222,-1,-1,-1,-1,-1,-1,-1,2.051,-1,2.247,-1,-1,-1,2.071,-1,-1,2.04,2.164,-1,-1,-1,2.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.105,2.216,-1,-1,-1,2.079,-1,2.37,2.26
47,-1,2.301,-1,-1,-1,-1,-1,2.402,-1,-1,-1,-1,-1,2.404,-1,2.383,2.324,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.475,-1,-1,2.441,-1,-1,-1,2.169,2.291,,2.242,-1,-1,-1,-1,-1,-1,-1,2.24,-1,2.175,-1,-1,-1,2.184,-1,-1,2.134,2.052,-1,-1,-1,2.413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.253,-1,-1,-1,2.244,-1,2.172,2.281
49,-1,2.542,-1,-1,-1,-1,-1,2.478,-1,-1,-1,-1,-1,2.389,-1,2.293,2.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.509,-1,-1,2.232,-1,-1,-1,2.181,2.336,,2.296,-1,-1,-1,-1,-1,-1,-1,2.224,-1,2.235,-1,-1,-1,2.292,-1,-1,2.031,-1,-1,-1,-1,2.289,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.301,-1,-1,-1,2.092,-1,2.274,2.268
51,-1,2.593,-1,-1,-1,-1,-1,2.323,-1,-1,-1,-1,-1,2.454,-1,2.539,2.492,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.444,-1,-1,,-1,-1,-1,2.196,2.444,,2.085,-1,-1,-1,-1,-1,-1,-1,2.285,-1,2.278,-1,-1,-1,2.201,-1,-1,2.222,-1,-1,-1,-1,2.519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.222,-1,-1,-1,,-1,2.335,2.306
53,-1,2.542,-1,-1,-1,-1,-1,2.563,-1,-1,-1,-1,-1,2.426,-1,2.32,2.593,-1,-1,-1,-1,-1,-1,-1,-1,-1,na,-1,-1,,-1,-1,-1,2.31,2.197,,2.287,-1,-1,-1,-1,-1,-1,-1,2.156,-1,2.194,-1,-1,-1,,-1,-1,2.123,-1,-1,-1,-1,na,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.257,-1,-1,-1,,-1,2.399,2.298
55,-1,2.542,-1,-1,-1,-1,-1,2.617,-1,-1,-1,-1,-1,2.433,-1,2.443,2.412,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.281,-1,-1,,-1,-1,-1,2.133,2.209,,2.145,-1,-1,-1,-1,-1,-1,-1,2.294,-1,2.191,-1,-1,-1,,-1,-1,2.205,-1,-1,-1,-1,2.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.346,-1,-1,-1,,-1,2.202,2.179
57,-1,2.586,-1,-1,-1,-1,-1,2.435,-1,-1,-1,-1,-1,2.397,-1,2.483,2.528,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.529,-1,-1,,-1,-1,-1,2.214,2.311,,2.25,-1,-1,-1,-1,-1,-1,-1,2.032,-1,2.284,-1,-1,-1,,-1,-1,2.097,-1,-1,-1,-1,2.433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.187,-1,-1,-1,,-1,2.256,2.361
59,-1,2.618,-1,-1,-1,-1,-1,2.358,-1,-1,-1,-1,-1,2.422,-1,2.294,2.532,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.36,-1,-1,,-1,-1,-1,2.221,2.346,,2.266,-1,-1,-1,-1,-1,-1,-1,,-1,2.395,-1,-1,-1,,-1,-1,2.313,-1,-1,-1,-1,2.453,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2.237,-1,-1,-1,,-1,2.438,2.21
